museum,number,Genus,species,mass,wing,bill,tarsus,photo,age,5bar,growth,latitude,longitude,Elevation,Locality string,country,state,Sex,Day,Month,Year
LSUMZ,124853,Zonotrichia,capensis,,,,,,,,0,-19,-61.5,875,Prov. Cordillera; 10 km by road E Gutierrez. Laguna Caucaya,Bolivia,Santa Cruz ,M,12,Feb,1984
LSUMZ,38488,Zonotrichia,capensis,,,,,,,,0,-18.5,-64.166667,-12914.889,Valle Grande; Comarapa,Bolivia,Santa Cruz ,M,8,Oct,1926
LSUMZ,33683,Zonotrichia,capensis,,64,8.89,20.11,x,j,1.57,3.14,-15.85,-48.283333,-4865.8,Campo Limpo,Brazil,Goias,M,9,Jul,1964
LSUMZ,30939,Zonotrichia,capensis,,67,8.15,21.1,x,a,1.29,2.58,-16.697435,-49.276114,-6187.49,Goiբnia,Brazil,Goias,F,17,Mar,1963
LSUMZ,33682,Zonotrichia,capensis,,60,8.45,19.44,x,a,1.29,2.58,-14.386376,-47.022683,-4855.886,"Macaco, Mun. Cornomba",Brazil,Goias,M,12,Jul,1964
LSUMZ,67904,Zonotrichia,capensis,,57,8.42,20.36,x,a,1.46,2.92,-8.5,-55.5,0,(Sul); Serra do Cachimbo,Brazil,Para,M,4,Aug,1960
LSUMZ,67903,Zonotrichia,capensis,,59,7.95,19.84,x,a,1.24,2.48,-8.5,-55.5,0,(Sul); Serra do Cachimbo,Brazil,Para,F,27,Nov,1958
LSUMZ,67902,Zonotrichia,capensis,,60,8.9,22.4,x,a,1.27,2.54,-7.142402,-58.113704,0,"Rio Cururo, alto Rio Tapajos",Brazil,Para,F,15,Nov,1958
LSUMZ,52794,Zonotrichia,capensis,,66,8.14,20.83,x,j,1.58,3.16,-23.587115,-48.040777,-7596.914,Itapetininga,Brazil,Sao Paulo,F,19,Jan,1967
LSUMZ,53135,Zonotrichia,capensis,,65,9.11,22.56,x,a,1.56,3.12,-23.587115,-48.040777,-7645.629,Itapetininga,Brazil,Sao Paulo,M,19,Apr,1967
LSUMZ,63514,Zonotrichia,capensis,,67,8.62,21.6,x,,1.51,3.02,-23.587115,-48.040777,0,Itapetininga,Brazil,Sao Paulo,U,2,May,1968
LSUMZ,52795,Zonotrichia,capensis,,63,8.04,20.44,x,a,1.5,3,-23.587115,-48.040777,-7597.057,Itapetininga,Brazil,Sao Paulo,F,19,Jan,1967
LSUMZ,53134,Zonotrichia,capensis,,60,8.21,22.52,x,j,1.35,2.7,-23.587115,-48.040777,-7645.486,Itapetininga,Brazil,Sao Paulo,M,23,Mar,1967
LSUMZ,63515,Zonotrichia,capensis,,64,9.12,21.99,x,a,1.4,2.8,-25.623114,-48.954549,0,"Santos, rio Guaratuba",Brazil,Sao Paulo,M,18,May,1968
LSUMZ,162475,Zonotrichia,capensis,24.9,70,9.33,23.95,x,a,1.58,3.16,-18.502681,-70.239137,0,"Dept. Arica; Arica, Valle de Azapa",Chile,Tarapaca Region,M,27,Jun,1972
LSUMZ,162478,Zonotrichia,capensis,22,73,8.62,22.48,x,j,1.63,3.26,-18.515441,-70.187029,0,"Dept. Arica; Valle de Azapa, 13 km East of Arica",Chile,Tarapaca Region,M,15,Mar,1973
LSUMZ,162476,Zonotrichia,capensis,25,71,8.72,22.71,x,a,1.58,3.16,-18.515441,-70.187029,0,"Dept. Arica; Valle de Azapa, 13 km East of Arica",Chile,Tarapaca Region,M,2,Jul,1972
LSUMZ,162477,Zonotrichia,capensis,21,63,7.61,21.14,x,j,1.26,2.52,-18.515441,-70.187029,0,"Dept. Arica; Valle de Azapa, 13 km East of Arica",Chile,Tarapaca Region,M,8,Mar,1973
LSUMZ,162479,Zonotrichia,capensis,26,67,8.09,23.44,x,j,1.54,3.08,-18.405907,-69.992066,3609,"Dept. Arica; Valle de Lluta, Chupisca",Chile,Tarapaca Region,M,17,Mar,1973
USNM,375571,Zonotrichia,capensis,,,,,,,1.27,2.54,6.512292,-76.488734,,"Hacienda Potreros, 15 mi SW Frontino - Rio Herradura",Colombia,Antioquia,female,17,5,1950
USNM,370199,Zonotrichia,capensis,,,,,,,1.44,2.88,6.750265,-75.356708,,"Hacienda Zulaiba, 10 mi NE of Santa Rosa de Osos",Colombia,Antioquia,female,20,7,1950
USNM,236591,Zonotrichia,capensis,,,,,,,1.53,3.06,6.822274,-75.284191,,"Hacienda Zulaiba, 17 mi NE Santa Rosa de Osos",Colombia,Antioquia,male,2,8,1950
USNM,375565,Zonotrichia,capensis,,,,,,,1.15,2.3,5.683333,-75.05,,"La Bodega, N side Rio Negrito, Highway Sonson - Narino",Colombia,Antioquia,male,13,6,1951
USNM,236408,Zonotrichia,capensis,,,,,,,1.4,2.8,7.288889,-75.397778,,Valdivia,Colombia,Antioquia,male,21,5,1948
USNM,375572,Zonotrichia,capensis,,,,,,,1.52,3.04,2.25,-76.416667,,Purace,Colombia,Cauca,male,21,2,1952
USNM,388388,Zonotrichia,capensis,,,,,,,1.59,3.18,2.25,-76.416667,,"Purace, km 10",Colombia,Cauca,male,29,1,1952
LSUMZ,62061,Zonotrichia,capensis,,,,,,,,0,2.523588,-76.939539,7874,Cerro Munchique,Colombia,Cauca ,F,27,May,1959
LSUMZ,39025,Zonotrichia,capensis,,58,9.27,21.07,x,a,0.99,1.98,2.350169,-76.683413,-5662.714,El Timbio,Colombia,Cauca ,F,15,May,1959
LSUMZ,50085,Zonotrichia,capensis,,64,8.27,21.78,x,a,1.19,2.38,2.5,-76.583333,-7242.524,Popayan,Colombia,Cauca ,F,16,Sep,1959
LSUMZ,39024,Zonotrichia,capensis,,64,8.51,20.4,x,a,1.09,2.18,2.548989,-76.862058,-5662.691,Uribe,Colombia,Cauca ,M,20,Jun,1959
USNM,375569,Zonotrichia,capensis,,,,,,,1.48,2.96,10.757577,-73.398583,,"San Jose, Sierra Nevada de Santa Marta, Rio Guatapuri",Colombia,Cesar,male,14,6,1945
USNM,403914,Zonotrichia,capensis,,,,,,,1.44,2.88,9.570676,-73.17016,,"Sierra Perija, Camp above Airoca",Colombia,Cesar,female,2,5,1942
USNM,264675,Zonotrichia,capensis,,,,,,,1.63,3.26,9.546299,-73.109735,,"Sierra Perija, Camp above Eroca",Colombia,Cesar,male,13,4,1942
USNM,639362,Zonotrichia,capensis,,,,,,,1.45,2.9,9.459615,-73.208612,,"Sierra Perija, Camp Above Eroca",Colombia,Cesar,male,15,4,1942
USNM,447995,Zonotrichia,capensis,,,,,,,1.14,2.28,1.863141,-76.360536,,"La Candela, 10 mi SW of San Augustin",Colombia,Huila,undetermined,14,5,1952
USNM,375562,Zonotrichia,capensis,,,,,,,1.44,2.88,10.458333,-72.90529,,"Cerro Pintado, Sierra Perija",Colombia,La Guajira,female,14,7,1942
USNM,434099,Zonotrichia,capensis,,,,,,,1.24,2.48,10.458333,-72.90529,,"Cerro Pintado, Sierra Perija",Colombia,La Guajira,male,3,7,1942
USNM,434101,Zonotrichia,capensis,,,,,,,1.19,2.38,10.583333,-73,,"La Africa, Sierra Perija, S of Villanueva",Colombia,La Guajira,male,18,6,1942
USNM,434100,Zonotrichia,capensis,,,,,,,1.31,2.62,10.833333,-72.833333,,"Monte Elias, Sierra Negra, SE of Fonseca",Colombia,La Guajira,male,8,8,1941
USNM,375566,Zonotrichia,capensis,,,,,,,1.75,3.5,10.5,-74.216667,,"San Lorenzo, Santa Marta",Colombia,Magdalena,male,11,9,1945
USNM,434104,Zonotrichia,capensis,,,,,,,1.3,2.6,10.017256,-72.998498,,"Sierra Perija, Camp Above Airoca, S of S Teta""",Colombia,Magdalena,male,7,5,1942
USNM,388384,Zonotrichia,capensis,,,,,,,1.23,2.46,9.84952,-72.999872,,"Sierra Perija, Camp Above Airoca, S of S Teta""",Colombia,Magdalena,female,4,5,1942
USNM,632649,Zonotrichia,capensis,,,,,,,1.26,2.52,9.784568,-73.021844,,"Sierra Perija, Camp Above Arioca, S of South Teta""",Colombia,Magdalena,male,4,5,1942
USNM,146078,Zonotrichia,capensis,,,,,,,1.35,2.7,11.083333,-73.916667,,"Siminchucua, Sierra Nevada de Santa Marta",Colombia,Magdalena,male,8,2,1946
LSUMZ,90451,Zonotrichia,capensis,18,63,8.76,22.48,x,a,0.92,1.84,11.099901,-74.02676,7200,"25 km SE Santa Marto, Exp. Station San Lorenzo",Colombia,Magdalena ,F,20,Jul,1972
USNM,432809,Zonotrichia,capensis,,,,,,,1.25,2.5,10.828382,-73.692511,,"Chinchicua, Sierra Nevada de Santa Marta, Pueblo Bello - San Sebastian Trail",Colombia,,female,17,1,1946
USNM,461398,Zonotrichia,capensis,,,,,,,1.18,2.36,10.828382,-73.692511,,"Mamancanaca, Sierra Nevada De Santa Marta, Jansabana Valley",Colombia,,male,21,2,1946
USNM,388378,Zonotrichia,capensis,,,,,,,1.15,2.3,10.828382,-73.692511,,"Mamancanaca, Sierra Nevada De Santa Marta, Jansabana Valley",Colombia,,female,21,2,1946
USNM,639274,Zonotrichia,capensis,,,,,,,1.64,3.28,11.112475,-74.035736,,"Santa Marta, San Lorenzo",Colombia,,male,17,9,1945
LSUMZ,32218,Zonotrichia,capensis,,70,8.58,21.58,x,a,0.9,1.8,10.197769,-84.230684,-4698.686,Volcan Poas,Costa Rica,Alajuela ,M,7,Jan,1964
LSUMZ,51121,Zonotrichia,capensis,20,62,8.17,21.91,x,a,1.26,2.52,10.197769,-84.230684,-6484.869,Volcan Poas,Costa Rica,Alajuela ,M,13,Mar,1966
LSUMZ,30913,Zonotrichia,capensis,20.1,64,8.74,21.37,x,a,1.19,2.38,10.197769,-84.230684,-3958.869,Volcan Poas,Costa Rica,Alajuela ,M,24,Mar,1963
LSUMZ,30914,Zonotrichia,capensis,20.5,57,7.66,22.55,x,j,1.18,2.36,10.197769,-84.230684,-3958.994,Volcan Poas,Costa Rica,Alajuela ,M,4,May,1963
LSUMZ,166388,Zonotrichia,capensis,,,,,,,,0,9.906063,-83.970958,5446,"4 1/2 km NE Tres Roos, near Finca Pizote",Costa Rica,Cartago ,F,19,Jul,1997
LSUMZ,166389,Zonotrichia,capensis,,,,,,,,0,9.906063,-83.969413,5446,"4 1/2 km NE Tres Roos, near Finca Pizote",Costa Rica,Cartago ,M,19,Jul,1997
LSUMZ,166390,Zonotrichia,capensis,,,,,,,,0,9.905387,-83.969241,5250,"4 1/2 km NE Tres Roos, near Finca Pizote",Costa Rica,Cartago ,M,2,Aug,1997
LSUMZ,166391,Zonotrichia,capensis,,,,,,,,0,9.906401,-83.967868,5446,"4 1/2 km NE Tres Roos, near Finca Pizote",Costa Rica,Cartago ,F,19,Aug,1997
LSUMZ,161111,Zonotrichia,capensis,,,,,,,,0,9.905894,-83.96804,5446,4.5 km NE Tres Roos near Finca Pizote,Costa Rica,Cartago ,F,5,Jul,1995
LSUMZ,161112,Zonotrichia,capensis,,,,,,,,0,9.906063,-83.96804,5446,4.5 km NE Tres Roos near Finca Pizote,Costa Rica,Cartago ,M,27,Jul,1995
LSUMZ,64917,Zonotrichia,capensis,,,,,,,,0,9.561558,-83.705818,0,Villa Mills,Costa Rica,Cartago ,M,30,Apr,1968
LSUMZ,48646,Zonotrichia,capensis,,,,,,,,0,9.207498,-83.44846,-48646,"Volcan Irazo, km 25, ca.",Costa Rica,Cartago ,M,10,Feb,1965
LSUMZ,140204,Zonotrichia,capensis,19.5,60,8.9,21.9,x,a,1.07,2.14,10.16321,-84.154675,6000,4.9 mi. S Varablanca,Costa Rica,Heredia ,F,21,May,1967
LSUMZ,63672,Zonotrichia,capensis,,67,9.31,20.1,x,a,0.93,1.86,10.248097,-84.007743,0,30 km N San Isidro,Costa Rica,San Jose ,F,25,Mar,1968
LSUMZ,32650,Zonotrichia,capensis,,65,8.76,19.72,x,a,0.93,1.86,9.55918,-83.7184,-6529.777,Ca. 1 mi. S La Georgina,Costa Rica,San Jose ,M,31,Mar,1964
LSUMZ,30912,Zonotrichia,capensis,21.5,56,8.94,21.99,x,a,1.15,2.3,9.566667,-83.75,-3958.219,"Cerro de la Muerte, 26 mi. N La Georgina",Costa Rica,San Jose ,F,24,Nov,1962
LSUMZ,138792,Zonotrichia,capensis,19,64,8.98,19.1,x,a,1.26,2.52,9.427485,-83.704718,9745,"La Georgina, Km 95 Pan American Hwy.",Costa Rica,San Jose ,F,8,Jan,1990
LSUMZ,138628,Zonotrichia,capensis,,,,,,,,0,9.459997,-83.704718,9745,"La Georgina, km 95 Pan American Hwy. ",Costa Rica,San Jose ,M,7,Jan,1990
LSUMZ,81594,Zonotrichia,capensis,,,,,,,,0,19.662336,-71.150308,5500,24 km. N Los Pinos,Dominican Republic,Baoruco ,U,10,Aug,1975
LSUMZ,145087,Zonotrichia,capensis,,61,9.39,23.71,x,a,1.22,2.44,18.894653,-70.744988,0,1 mi. S Constanza,Dominican Republic,La Vega ,M,1,Jul,1963
LSUMZ,145086,Zonotrichia,capensis,,65,9.96,21.72,x,a,1.14,2.28,18.894653,-70.744988,0,1 mi. S Constanza,Dominican Republic,La Vega ,F,1,Jul,1963
LSUMZ,145088,Zonotrichia,capensis,,66,8.89,21.07,x,a,1.08,2.16,18.894653,-70.744988,0,1 mi. S Constanza,Dominican Republic,La Vega ,M,11,Oct,1971
LSUMZ,145084,Zonotrichia,capensis,,67,9.65,22.41,x,a,1.24,2.48,18.903628,-70.759186,4000,1 mi. WSW Constanza,Dominican Republic,La Vega ,M,4,Aug,1969
LSUMZ,145085,Zonotrichia,capensis,,60,9.72,21.75,x,a,0.94,1.88,18.903628,-70.759186,4000,1 mi. WSW Constanza,Dominican Republic,La Vega ,F,4,Aug,1969
LSUMZ,145082,Zonotrichia,capensis,,63,9.54,22.86,x,a,0.95,1.9,18.935362,-70.744988,4400,1.8 mi. N Constanza,Dominican Republic,La Vega ,M,10,Oct,1971
LSUMZ,145094,Zonotrichia,capensis,,65,9.26,22.94,x,j,1.29,2.58,18.758,-70.585243,7600,14.7 mi. SE Constanza,Dominican Republic,La Vega ,F,10,Jul,1963
LSUMZ,145090,Zonotrichia,capensis,,65,9.61,22.87,x,j,1.21,2.42,18.758,-70.585243,7600,14.7 mi. SE Constanza,Dominican Republic,La Vega ,M,9,Jul,1963
LSUMZ,145091,Zonotrichia,capensis,,64,9.75,21.63,x,a,0.97,1.94,18.758,-70.585243,7600,14.7 mi. SE Constanza,Dominican Republic,La Vega ,U,9,Jul,1963
LSUMZ,145089,Zonotrichia,capensis,,71,9.47,20.35,,,,0,18.758,-70.585243,7600,14.7 mi. SE Constanza,Dominican Republic,La Vega ,U,9,Jul,1963
LSUMZ,145092,Zonotrichia,capensis,,65,8.52,24.29,,,,0,18.758,-70.585243,7600,14.7 mi. SE Constanza,Dominican Republic,La Vega ,M,9,Jul,1963
LSUMZ,145093,Zonotrichia,capensis,,,,,,,,0,18.758,-70.585243,7600,14.7 mi. SE Constanza,Dominican Republic,La Vega ,M,10,Jul,1963
LSUMZ,145083,Zonotrichia,capensis,,66,8.98,22.03,x,a,0.81,1.62,19.053651,-70.744988,5600,16 km N Constanza,Dominican Republic,La Vega ,M,4,Jul,1963
LSUMZ,145095,Zonotrichia,capensis,,63,8.8,23.86,x,a,0.95,1.9,18.794236,-70.623516,6300,18 km SE Constanza,Dominican Republic,La Vega ,M,2,Jan,1977
LSUMZ,145096,Zonotrichia,capensis,,60,10.24,24.22,x,a,1.41,2.82,18.787848,-70.616768,5700,19 km SE Constanza,Dominican Republic,La Vega ,M,31,Jan,1969
LSUMZ,145097,Zonotrichia,capensis,,70,10.25,22.51,x,a,1.19,2.38,18.784653,-70.613394,6200,19.5 km SE Constanza,Dominican Republic,La Vega ,M,20,Oct,1971
LSUMZ,145099,Zonotrichia,capensis,,64,8.45,22.55,x,j,1.15,2.3,18.775069,-70.603271,6400,21 km SE Constanza,Dominican Republic,La Vega ,M,6,Aug,1969
LSUMZ,145098,Zonotrichia,capensis,,61,8.91,22.47,x,j,1.11,2.22,18.775069,-70.603271,6400,21 km SE Constanza,Dominican Republic,La Vega ,F,5,Aug,1969
LSUMZ,145100,Zonotrichia,capensis,,65,9.6,23.08,x,a,1.3,2.6,18.7559,-70.583026,6700,24 km SE Constanza,Dominican Republic,La Vega ,F,31,Jul,1969
LSUMZ,145101,Zonotrichia,capensis,,66,7.44,25.07,x,j,1.2,2.4,18.74312,-70.569529,7200,26 km SE Constanza,Dominican Republic,La Vega ,M,5,Aug,1969
LSUMZ,145079,Zonotrichia,capensis,,59,8.93,22.81,x,j,1.18,2.36,18.948354,-70.664234,4400,3 km NE [Tireo?],Dominican Republic,La Vega ,M,4,Aug,1969
LSUMZ,145081,Zonotrichia,capensis,,65,9.7,23.58,x,a,1.24,2.48,18.753267,-70.623942,0,5.3 mi. SE Valle Nuevo,Dominican Republic,La Vega ,M,13,Jul,1963
LSUMZ,145080,Zonotrichia,capensis,,60,9.29,19.33,,,,0,19.059896,-70.525881,3700,8 km E Paso Bajito,Dominican Republic,La Vega ,U,10,Jul,1963
LSUMZ,52842,Zonotrichia,capensis,,62,9.65,23.08,,,,0,18.807708,-70.538432,-8890.502,15 km E Valle Nuevo,Dominican Republic,NEEDS EDITING,F,14,Dec,1966
LSUMZ,145077,Zonotrichia,capensis,,65,9.68,24.27,x,a,1.06,2.12,,,5800,La Estrellita: 0.5 km NE Puesto Pyramid de 204,Dominican Republic,NEEDS EDITING,M,24,Jul,1975
LSUMZ,145078,Zonotrichia,capensis,,63,8.13,21.72,x,j,0.87,1.74,,,5800,La Estrellita: 0.5 km NE Puesto Pyramid de 204,Dominican Republic,NEEDS EDITING,M,24,Jul,1975
LSUMZ,145076,Zonotrichia,capensis,,60,8.92,23.01,,,,0,,,5800,La Estrellita: 0.5 km NE Puesto Pyramid de 204,Dominican Republic,NEEDS EDITING,F,24,Jul,1975
LSUMZ,52843,Zonotrichia,capensis,,70,9.98,23.83,x,a,1.17,2.34,18.807763,-70.681503,-7630.962,Valle Nuevo,Dominican Republic,NEEDS EDITING,M,14,Dec,1966
LSUMZ,112849,Zonotrichia,capensis,,,,,,,,0,0.55,-78.133333,4675,6 km by road N Salinas Roo Palacara Valley,Ecuador,Imbabura ,U,21,Oct,1983
LSUMZ,112896,Zonotrichia,capensis,,,,,,,,0,0.55,-78.133333,4675,6 km by road N Salinas Roo Palacara Valley,Ecuador,Imbabura ,F,19,Oct,1983
LSUMZ,112687,Zonotrichia,capensis,21.2,68,9.09,22.78,x,a,1.4,2.8,0.55,-78.133333,4675,"6 km by road N Salinas, Roo Palacara Valley",Ecuador,Imbabura ,M,18,Oct,1983
LSUMZ,112688,Zonotrichia,capensis,22.3,67,9.14,21.77,x,a,1.2,2.4,0.55,-78.133333,4675,"6 km by road N Salinas, Roo Palacara Valley",Ecuador,Imbabura ,M,18,Oct,1983
LSUMZ,112689,Zonotrichia,capensis,22,72,8.34,21.31,x,a,1.12,2.24,0.55,-78.133333,4675,"6 km by road N Salinas, Roo Palacara Valley",Ecuador,Imbabura ,M,21,Oct,1983
LSUMZ,112690,Zonotrichia,capensis,20.4,63,8.29,22.14,x,a,1.01,2.02,0.55,-78.133333,4675,"6 km by road N Salinas, Roo Palacara Valley",Ecuador,Imbabura ,M,21,Oct,1983
LSUMZ,112691,Zonotrichia,capensis,20.2,62,9.21,21.92,x,a,0.97,1.94,0.300434,-78.3628,10499,At km 22.4 on road from Laguna Cuicocha to Apuela,Ecuador,Imbabura ,F,9,Sep,1983
LSUMZ,50706,Zonotrichia,capensis,,62,8.27,21.89,,,,0,13.744444,-89.256389,-8555.169,Volcan de San Salvador,El Salvador,La Libertad ,U,16,Jun,1964
LSUMZ,50707,Zonotrichia,capensis,,67,9.13,19.8,,,,0,13.744444,-89.256389,-8555.335,Volcan de San Salvador,El Salvador,La Libertad ,M,16,Jun,1964
LSUMZ,67083,Zonotrichia,capensis,20,57,8.72,19.93,x,a,1.27,2.54,14.954556,-90.45,0,10 mi. S Rabinal,Guatemala,Baja Verapaz ,F,11,Jun,1963
LSUMZ,67082,Zonotrichia,capensis,21,67,9.18,22.27,x,a,1.21,2.42,14.954556,-90.45,0,10 mi. S Rabinal,Guatemala,Baja Verapaz ,M,11,Jun,1963
LSUMZ,67084,Zonotrichia,capensis,28,61,8.73,21.13,,,,0,14.954556,-90.45,0,10 mi. S Rabinal,Guatemala,Baja Verapaz ,F,11,Jun,1963
LSUMZ,100166,Zonotrichia,capensis,,66,9.37,23.61,x,a,1.23,2.46,15.716666,-91.434892,7000,1 mi E Soloma,Guatemala,Huehuetenango ,M,4,Mar,1958
LSUMZ,100167,Zonotrichia,capensis,,67,8.69,22.53,x,a,1.27,2.54,15.716667,-91.45,7300,Soloma,Guatemala,Huehuetenango ,F,19,Mar,1958
LSUMZ,67080,Zonotrichia,capensis,20,65,7.87,20.45,,,,0,15.095756,-91.833333,0,2 mi. N San Sebastian,Guatemala,San Marcos ,M,19,Jul,1963
LSUMZ,100165,Zonotrichia,capensis,22,66,7.54,21.58,x,a,1.12,2.24,15.02198,-89.857847,5900,7 mi NW Usumatlan,Guatemala,Zacapa ,M,18,Dec,1958
LSUMZ,67076,Zonotrichia,capensis,,59,8.59,20.89,x,j,1.22,2.44,15.02198,-89.857847,5800,7 mi. NW Usumatlan,Guatemala,Zacapa ,M,1,Dec,1958
LSUMZ,67081,Zonotrichia,capensis,19,65,7.85,20.55,x,a,1.06,2.12,15.02198,-89.857847,0,7 mi. NW Usumatlan,Guatemala,Zacapa ,U,7,Dec,1958
LSUMZ,42630,Zonotrichia,capensis,,64,8.64,20.58,,,,0,17.216848,-92.631614,-7213.072,"45 mi. NE Tuxtla, nr. Soyalo",Mexico,Chiapas,M,29,Jun,1957
LSUMZ,22502,Zonotrichia,capensis,,64,9.5,22.65,x,a,0.98,1.96,16.737863,-92.562261,-3320.351,5 mi. E San Cristobal,Mexico,Chiapas,F,20,Aug,1957
LSUMZ,50084,Zonotrichia,capensis,,62,8.96,22.31,x,a,1.03,2.06,16.686456,-92.5845,-10016.553,5 mi. SE San Cristobal,Mexico,Chiapas,F,16,Jun,1957
LSUMZ,62060,Zonotrichia,capensis,,64,9.38,19.77,x,a,1.02,2.04,16.686456,-92.5845,7000,5 mi. SE San Cristobal,Mexico,Chiapas,M,6,Jun,1957
LSUMZ,50082,Zonotrichia,capensis,,66,8.43,22.65,,,,0,16.686456,-92.5845,-12520.5,5 mi. SE San Cristobal,Mexico,Chiapas,F,5,Jun,1957
LSUMZ,50083,Zonotrichia,capensis,,67,8.17,22.81,,,,0,16.686456,-92.5845,-12520.75,5 mi. SE San Cristobal,Mexico,Chiapas,M,10,Jun,1957
LSUMZ,42633,Zonotrichia,capensis,,67,8.71,21.32,x,a,1.14,2.28,16.686456,-92.5845,-6196.234,5 mi. SE San Cristobal,Mexico,Chiapas,M,11,Jun,1957
LSUMZ,42632,Zonotrichia,capensis,,67,8.31,20.45,x,a,0.98,1.96,16.686456,-92.5845,-6196.091,5 mi. SE San Cristobal,Mexico,Chiapas,M,10,Jun,1957
LSUMZ,42634,Zonotrichia,capensis,,58,7.98,20.35,x,a,0.98,1.96,16.686456,-92.5845,-6196.377,5 mi. SE San Cristobal,Mexico,Chiapas,F,14,Jun,1957
LSUMZ,42631,Zonotrichia,capensis,,64,8.32,18.9,x,a,0.91,1.82,16.686456,-92.5845,-6195.948,5 mi. SE San Cristobal,Mexico,Chiapas,M,10,Jun,1957
LSUMZ,42629,Zonotrichia,capensis,,65,7.28,21.17,x,j,0.93,1.86,16.614443,-92.509336,-6195.577,"Approx. 12 mi. SE San Cristobal de Las Casas, ca.",Mexico,Chiapas,M,28,Sep,1962
LSUMZ,42628,Zonotrichia,capensis,,68,8.51,19.63,,,,0,16.675979,-92.488516,-7225.611,"C. Las Casas, road to Chilil",Mexico,Chiapas,M,9,Aug,1957
LSUMZ,42627,Zonotrichia,capensis,,67,9.57,22.77,x,a,1.04,2.08,17.416667,-92.416667,-6195.343,"Mapactepec, Paraje El Triunfo",Mexico,Chiapas,M,12,May,1960
LSUMZ,82323,Zonotrichia,capensis,20.5,62,9.12,21.99,x,a,1.06,2.12,-5.917103,-78.05124,0,33 rd. km NE Ingenio on rd. to Laguna Pomacocha,Peru,Amazonas ,M,8,Aug,1976
LSUMZ,84135,Zonotrichia,capensis,,,,,,,,0,-5.91367,-78.064973,0,33 rd. km NE Ingenio on rd. to Laguna Pomacochas,Peru,Amazonas ,M,16,Aug,1976
LSUMZ,64711,Zonotrichia,capensis,,65,8.95,20.64,x,a,0.8,1.6,-5.825812,-77.89694,0,8 km E Pomacochas,Peru,Amazonas ,M,24,Jul,1968
LSUMZ,80964,Zonotrichia,capensis,22,68,9.09,22.06,x,a,1.23,2.46,-6.707741,-77.804228,0,"Km 404 on Balsas-Leymebamba rd., Utcubamba drainage",Peru,Amazonas ,M,6,Aug,1975
LSUMZ,80965,Zonotrichia,capensis,20,69,9.26,22.76,,,,0,-6.707741,-77.804228,0,"Km 404 on Balsas-Leymebamba Rd., Utcubamba Drainage",Peru,Amazonas ,F,9,Aug,1975
LSUMZ,86194,Zonotrichia,capensis,23.5,67,9.1,23.36,x,j,1.27,2.54,-9.546451,-77.822306,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,23,Nov,1977
LSUMZ,86184,Zonotrichia,capensis,25.5,72,8.96,24.48,x,a,1.16,2.32,-9.546959,-77.825396,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,19,Nov,1977
LSUMZ,86188,Zonotrichia,capensis,20.5,70,8.71,23.77,x,a,1.16,2.32,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,23,Nov,1977
LSUMZ,86195,Zonotrichia,capensis,18,66,9.13,20.63,x,j,1.15,2.3,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,F,23,Nov,1977
LSUMZ,86183,Zonotrichia,capensis,21,65,9.04,23.08,x,j,1.12,2.24,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,F,19,Nov,1977
LSUMZ,86186,Zonotrichia,capensis,24,69,8.18,23.38,x,j,1.09,2.18,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,20,Nov,1977
LSUMZ,86180,Zonotrichia,capensis,25.4,70,9.41,23.66,x,j,1.07,2.14,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,19,Nov,1977
LSUMZ,86193,Zonotrichia,capensis,19.5,76,8.91,24.21,x,a,1.06,2.12,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,F,23,Nov,1977
LSUMZ,86192,Zonotrichia,capensis,20.5,65,9.08,22.17,x,a,0.93,1.86,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,F,23,Nov,1977
LSUMZ,86181,Zonotrichia,capensis,23,69,8.74,21.7,x,j,0.75,1.5,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,19,Nov,1977
LSUMZ,86182,Zonotrichia,capensis,23.5,75,9.6,22.14,x,a,,0,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,19,Nov,1977
LSUMZ,86185,Zonotrichia,capensis,,,,,,,,0,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,20,Nov,1977
LSUMZ,86187,Zonotrichia,capensis,25,72,9.09,23.99,x,a,,0,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,M,20,Nov,1977
LSUMZ,86189,Zonotrichia,capensis,,,,,,,,0,-9.560163,-77.891142,9000,31 km (by rd.) E Pariacoto,Peru,Ancash ,F,20,Nov,1977
